1488448624290	ADD	CLASS	NODE_1	null	null	DO	
1488448630217	SET	CLASS	NODE_1	null	Submission	DO	
1488448644252	SET	CLASS	NODE_1	Submission	Assignment	DO	
1488448650517	DELETE	CLASS	NODE_1	DO	
1488448652344	ADD	CLASS	NODE_2	null	null	DO	
1488448659336	SET	ENUM	NODE_2	null	Day	DO	
